10,-200.0
20,-200.0
30,-200.0
40,-200.0
50,-200.0
60,-200.0
70,-200.0
80,-200.0
90,-200.0
100,-200.0
110,-200.0
120,-200.0
130,-200.0
140,-200.0
150,-200.0
160,-200.0
170,-200.0
180,-200.0
190,-200.0
200,-200.0
210,-200.0
220,-200.0
230,-200.0
240,-200.0
250,-200.0
260,-200.0
270,-200.0
280,-200.0
290,-200.0
300,-200.0
310,-200.0
320,-200.0
330,-200.0
340,-200.0
350,-200.0
360,-200.0
370,-200.0
380,-200.0
390,-200.0
400,-200.0
410,-200.0
420,-200.0
430,-200.0
440,-200.0
450,-200.0
460,-200.0
470,-200.0
480,-200.0
490,-200.0
500,-199.92
510,-199.92
520,-199.92
530,-199.92
540,-199.92
550,-199.92
560,-199.92
570,-199.92
580,-199.92
590,-199.92
600,-200.0
610,-200.0
620,-200.0
630,-200.0
640,-200.0
650,-199.36
660,-199.36
670,-199.36
680,-199.36
690,-199.36
700,-199.36
710,-199.36
720,-199.36
730,-199.36
740,-199.36
750,-200.0
760,-200.0
770,-200.0
780,-200.0
790,-200.0
800,-200.0
810,-200.0
820,-200.0
830,-200.0
840,-200.0
850,-200.0
860,-200.0
870,-200.0
880,-200.0
890,-200.0
900,-200.0
910,-200.0
920,-200.0
930,-200.0
940,-200.0
950,-200.0
960,-200.0
970,-200.0
980,-200.0
990,-200.0
1000,-200.0
